tconst,primary_title,start_year,genres,runtime_minutes,directors,writers,averagerating,numvotes
tt5039994,Dismissed,2017,"Drama,Horror,Thriller",87.0,nm4082531,nm4058421,5.8,5289
tt5046534,Felix Manalo,2015,Biography,178.0,nm0482774,nm7601024,8.6,3879
tt5052448,Get Out,2017,"Horror,Mystery,Thriller",104.0,nm1443502,nm1443502,7.7,400474
tt5052474,Sicario: Day of the Soldado,2018,"Action,Crime,Drama",122.0,nm1356588,nm0792263,7.1,95650
tt5057140,Hold the Dark,2018,"Adventure,Drama,Horror",125.0,nm1099918,"nm0086301,nm8838215",5.6,26796
tt5059406,I Am the Pretty Thing That Lives in the House,2016,"Horror,Mystery,Thriller",89.0,nm0674020,nm0674020,4.6,9756
tt5065822,Ronaldo,2015,"Biography,Documentary,Sport",102.0,nm1637865,,6.4,13229
tt5066556,The Tiger: An Old Hunter's Tale,2015,"Action,Adventure,Drama",139.0,nm4219902,nm4219902,7.3,3715
tt5071886,Kabali,2016,"Action,Crime,Drama",153.0,nm3163794,nm3163794,6.3,10440
tt5073620,Below Her Mouth,2016,"Drama,Romance",94.0,nm0611983,nm7621163,5.5,7610
tt5074352,Dangal,2016,"Action,Biography,Drama",161.0,nm4318159,"nm6328029,nm6328031,nm6328030,nm8661566,nm4318159",8.5,123638
tt5075662,The Isle,2018,"Fantasy,Mystery,Thriller",96.0,nm2235400,"nm2235400,nm3618146",6.1,4705
tt5076214,Delibal,2015,"Drama,Romance",117.0,nm5514626,nm7805894,6.9,6538
tt5078204,Two Is a Family,2016,"Comedy,Drama",118.0,nm0312315,"nm0220240,nm0312315,nm0331868,nm0753820,nm1761153,nm3457034,nm3898016",7.4,17693
tt5080556,2.0,2018,"Action,Sci-Fi",148.0,nm0788171,"nm3328122,nm9731217,nm0788171,nm1063072",6.6,17721
tt5082014,Charlie,2015,"Drama,Musical,Thriller",130.0,nm3964043,"nm3964043,nm2634191",7.9,5279
tt5083702,The Fear of 13,2015,"Crime,Documentary,Mystery",96.0,nm2270163,,7.7,5928
tt5083738,The Favourite,2018,"Biography,Drama,History",119.0,nm0487166,"nm1110111,nm7629302",7.6,116011
tt5084170,Blade of the Immortal,2017,"Action,Drama,Fantasy",140.0,nm0586281,"nm1765574,nm0645256",6.8,12173
tt5085924,Wildling,2018,"Drama,Fantasy,Horror",92.0,nm1562688,"nm1562688,nm2325978",5.5,8997
tt5089786,100 metros,2016,"Biography,Comedy,Drama",108.0,nm2201717,nm2201717,7.5,3832
tt5091530,M.F.A.,2017,"Drama,Horror,Thriller",92.0,nm3399862,nm3159868,6.2,5193
tt5093026,Papillon,2017,"Adventure,Biography,Crime",133.0,nm1840064,"nm3360706,nm0153508,nm0874308,nm0783913",7.1,32702
tt5095030,Ant-Man and the Wasp,2018,"Action,Adventure,Comedy",118.0,nm0715636,"nm0571344,nm1273099,nm0748620,nm3029372,nm2592245,nm0498278,nm1293367,nm0456158",7.1,244024
tt5098128,Nannaku Prematho,2016,"Action,Drama,Thriller",168.0,nm1335875,"nm7290473,nm8221259,nm7290481,nm4943022,nm1335875,nm10371390",7.7,8025
tt5104604,Isle of Dogs,2018,"Adventure,Animation,Comedy",101.0,nm0027572,"nm0027572,nm0178910,nm0005403,nm1440081",7.9,108245
tt5108476,Befikre,2016,"Comedy,Drama,Romance",130.0,nm0159147,"nm0159147,nm2680506",3.9,6352
tt5109784,Mother!,2017,"Drama,Horror,Mystery",121.0,nm0004716,nm0004716,6.6,156813
tt5111874,My Scientology Movie,2015,Documentary,99.0,nm0235770,"nm0235770,nm0857621",6.7,10884
tt5112578,Super Dark Times,2017,"Drama,Thriller",103.0,nm2023590,"nm2049126,nm2431095",6.6,14199
tt5114588,Dügün Dernek 2: Sünnet,2015,Comedy,112.0,nm3252853,nm3252853,6.5,7404
tt5116410,Tower,2016,"Animation,Crime,Documentary",82.0,nm1436428,,8.0,6552
tt5117670,Peter Rabbit,2018,"Adventure,Animation,Comedy",95.0,nm0323239,"nm1464577,nm0323239,nm0693229",6.6,27908
tt5119116,Pyewacket,2017,"Drama,Horror,Thriller",90.0,nm0531595,nm0531595,5.8,5358
tt5120640,Sarbjit,2016,"Biography,Drama",131.0,nm1293225,"nm3680093,nm8126550",7.3,3671
tt5121000,Aligarh,2015,"Biography,Drama",114.0,nm0576554,"nm0039724,nm7935074",7.8,4696
tt5121816,The Bar,2017,"Comedy,Horror,Thriller",102.0,nm0407067,"nm0346277,nm0407067",6.3,17037
tt5126922,The Pirates of Somalia,2017,"Biography,Drama",116.0,nm1519252,"nm1519252,nm4570486",6.8,7091
tt5129682,King Cobra,2016,"Comedy,Crime,Drama",91.0,nm0446539,"nm0446539,nm8316217,nm8634455,nm7977497",5.6,6981
tt5129818,Under the Sun,2015,Documentary,106.0,nm0543882,nm0543882,7.4,3902
tt5133308,At the End of the Tunnel,2016,"Crime,Thriller",120.0,nm0334824,nm0334824,7.1,8751
tt5140878,Annabelle: Creation,2017,"Horror,Mystery,Thriller",109.0,nm2497546,nm2477891,6.5,90402
tt5143226,12 Feet Deep,2017,"Horror,Thriller",85.0,nm1760759,"nm1760759,nm2478416",5.6,10731
tt5147214,Headshot,2016,"Action,Drama,Thriller",118.0,"nm3125415,nm3464186",nm3464186,6.3,10472
tt5154288,Prevenge,2016,"Comedy,Drama,Fantasy",88.0,nm1546686,nm1546686,5.9,5523
tt5155780,The Discovery,2017,"Drama,Romance,Sci-Fi",102.0,nm1660595,"nm1660595,nm1645301",6.3,24574
tt5156746,Force 2,2016,"Action,Thriller",127.0,nm3218978,"nm8474078,nm5151578",6.3,4196
tt5157456,Viking,2016,"Action,Drama,History",142.0,nm1550132,"nm1550132,nm1195553,nm7686274,nm2049784",4.6,3622
tt5159414,Escape Room,2017,"Horror,Thriller",81.0,nm1820881,"nm3596505,nm1820881",4.2,6137
tt5160938,Lizzie,2018,"Biography,Crime,Drama",105.0,nm1646022,nm0440777,5.8,4128
tt5164184,In Darkness,2018,"Mystery,Thriller",100.0,nm1396104,"nm1396104,nm1754059",5.8,9625
tt5164214,Ocean's Eight,2018,"Action,Comedy,Crime",110.0,nm0002657,"nm0002657,nm6035700,nm0425138,nm0751207",6.2,144775
tt5164432,"Love, Simon",2018,"Comedy,Drama,Romance",110.0,nm0075528,"nm0074165,nm4170842,nm7698350",7.6,81575
tt5165344,Rustom,2016,"Crime,Drama,Thriller",148.0,nm4819186,nm8254778,7.1,19991
tt5168192,"I, Daniel Blake",2016,Drama,100.0,"nm8078611,nm0516360",nm0491956,7.9,44200
tt5173032,Buster's Mal Heart,2016,"Drama,Mystery,Thriller",96.0,nm2262138,nm2262138,6.1,5651
tt5175450,Mark Felt: The Man Who Brought Down the White House,2017,"Biography,Drama,History",103.0,nm1481618,"nm1944541,nm2207084,nm1481618",6.4,9324
tt5177088,The Girl in the Spider's Web,2018,"Action,Crime,Drama",115.0,nm1793079,"nm5409198,nm2297183,nm1951398,nm1793079,nm1140275",6.1,28092
tt5178278,Vedalam,2015,"Action,Drama",148.0,nm2350892,nm2350892,6.3,5218
tt5179598,Billionaire Boys Club,2018,"Biography,Drama,Thriller",108.0,nm0185063,"nm0185063,nm0561359",5.6,7825
tt5186714,The Salesman,2016,"Drama,Thriller",124.0,nm1410815,nm1410815,7.8,41497
tt5195412,Wakefield,2016,"Comedy,Drama",106.0,nm0842523,"nm0230039,nm0370426,nm0842523",6.3,13215
tt5197544,Baar Baar Dekho,2016,"Comedy,Drama,Romance",141.0,nm1224429,"nm2452692,nm1224429,nm1474596,nm2101751",5.3,5433
tt5207158,South Wind,2018,"Crime,Drama,Thriller",130.0,nm1911624,"nm1911624,nm7735541",8.4,6996
tt5207204,Panfilov's 28,2016,"Action,Drama,History",105.0,"nm7735600,nm3898042",nm7735600,6.9,3890
tt5208216,Wonderstruck,2017,"Drama,Mystery",116.0,nm0001331,nm2561765,6.2,8167
tt5208252,Operation Finale,2018,"Biography,Drama,History",122.0,nm0919363,nm7736820,6.5,20927
tt5213534,Oasis: Supersonic,2016,"Biography,Documentary,Music",122.0,nm1475971,,7.9,8625
tt5215088,A.I. Rising,2018,"Drama,Romance,Sci-Fi",85.0,nm4584357,"nm7742736,nm0901286",6.1,6795
tt5215952,The Wailing,2016,"Horror,Mystery,Thriller",156.0,nm2947553,nm2947553,7.4,35486
tt5220122,Hotel Transylvania 3: Summer Vacation,2018,"Adventure,Animation,Comedy",97.0,nm0850733,"nm0850733,nm0567112",6.3,42299
tt5221584,Aquarius,2016,Drama,146.0,nm2207625,nm2207625,7.5,15251
tt5221894,The Other Me,2016,"Crime,Drama,Mystery",101.0,nm5851640,"nm1164041,nm0276996,nm5455719,nm5851640",7.8,4505
tt5222918,The Other Side of Hope,2017,"Comedy,Drama",100.0,nm0442454,nm0442454,7.2,9045
tt5225338,The Eyes of My Mother,2016,"Drama,Horror",76.0,nm2073372,nm2073372,6.2,9502
tt5226984,Tom of Finland,2017,"Biography,Drama",117.0,nm1933648,"nm0054358,nm1933648,nm0114208,nm8656848,nm0754022,nm8656849,nm8656850",6.8,4386
tt5227746,The Unthinkable,2018,"Action,Romance,Sci-Fi",129.0,nm3127153,"nm3127153,nm3127108",6.5,4417
tt5229228,61 Days,2016,"Comedy,Drama",115.0,nm1729048,nm1729048,7.5,9001
tt5246700,How It Ends,2018,"Action,Adventure,Drama",113.0,nm1270033,nm4943950,5.0,36414
tt5247022,Paterson,2016,"Comedy,Drama,Romance",118.0,nm0000464,"nm0000464,nm0931937,nm3143010",7.4,55285
tt5253294,Penny Pincher!,2016,Comedy,89.0,nm0146991,"nm1668171,nm0190988,nm0146991,nm0206797,nm1142065",5.8,3680
tt5254610,Final Score,2018,"Action,Drama,Thriller",104.0,nm1470993,"nm1491927,nm3223617,nm0528371",5.7,6495
tt5254868,The Thinning,2016,"Action,Drama,Horror",81.0,nm2038422,"nm2038422,nm3475267",5.6,8063
tt5255710,Sanam Teri Kasam,2016,"Drama,Musical,Romance",154.0,"nm1066482,nm1840921","nm1840921,nm1066482",7.3,8246
tt5258850,See You Up There,2017,"Comedy,Crime,Drama",117.0,nm0243355,"nm0243355,nm6431608",7.5,5939
tt5270948,Chappaquiddick,2017,"Drama,History,Thriller",106.0,nm0192845,"nm1844039,nm1905002",6.5,9560
tt5275828,Lo and Behold: Reveries of the Connected World,2016,Documentary,98.0,nm0001348,,7.1,10663
tt5275892,O.J.: Made in America,2016,"Biography,Crime,Documentary",467.0,nm1554601,,8.9,14946
tt5278460,Audrie & Daisy,2016,Documentary,95.0,"nm0791556,nm1010896",,7.2,4581
tt5278464,Holy Hell,2016,Documentary,100.0,nm2943514,,7.1,3992
tt5278506,Tickled,2016,"Documentary,Mystery",92.0,"nm3910931,nm1190816",,7.6,13829
tt5278596,Weiner,2016,Documentary,96.0,"nm4361978,nm0825748","nm1492515,nm4361978,nm0825748",7.6,9030
tt5278832,The Lure,2015,"Comedy,Drama,Fantasy",92.0,nm2835452,nm2835629,6.4,5018
tt5286444,Neerja,2016,"Biography,Drama,Thriller",122.0,nm0534879,"nm6319218,nm2016161",7.7,18420
tt5287168,Sami Blood,2016,"Drama,History",110.0,nm1840544,nm1840544,7.3,4739
tt5290524,Quo vado?,2016,Comedy,86.0,nm0638115,"nm0638115,nm2504581",6.6,8090
tt5290620,Kyaa Kool Hain Hum 3,2016,Comedy,124.0,nm1207750,"nm1399170,nm1179457",1.9,3842
tt5294198,Catfight,2016,"Comedy,Drama",95.0,nm0876287,nm0876287,5.8,4159
tt5294550,All the Money in the World,2017,"Biography,Crime,Drama",132.0,nm0000631,"nm0769227,nm0669301",6.8,60303
tt5294966,After the Storm,2016,"Comedy,Drama",118.0,nm0466153,nm0466153,7.4,7268
tt5297256,Pulimurugan,2016,Action,161.0,nm3946106,nm1437907,7.0,6321
tt5301662,Marshall,2017,"Biography,Crime,Drama",118.0,nm0399737,"nm7817658,nm1105617",7.2,14419
tt5304464,Happy End,2017,Drama,107.0,nm0359734,nm0359734,6.7,10261
tt5304992,Set It Up,2018,"Comedy,Romance",105.0,nm0768957,nm4199289,6.5,32261
tt5308322,Happy Death Day,2017,"Horror,Mystery,Thriller",96.0,nm0484907,nm1245146,6.5,87132
tt5310090,Saala Khadoos,2016,"Action,Drama,Sport",109.0,nm1464314,"nm1464314,nm0534856,nm8260883,nm8245357,nm1242454",7.6,10178
tt5311514,Your Name.,2016,"Animation,Drama,Fantasy",106.0,nm1396121,"nm1396121,nm1038805",8.4,134084
tt5311542,Never Look Away,2018,"Drama,History,Romance",189.0,nm0003697,nm0003697,7.7,4758
tt5311546,Natsamrat,2016,"Drama,Family",166.0,nm0542498,"nm3871075,nm0542498,nm4441810",9.2,4297
tt5312232,Sairat,2016,"Drama,Romance",174.0,nm5616219,"nm5616219,nm7827190",8.4,9656
tt5322012,Wish Upon,2017,"Drama,Fantasy,Horror",90.0,nm0502954,nm3011547,5.0,14962
tt5323640,Singam 3,2017,"Action,Thriller",155.0,nm1419055,nm1419055,6.4,4728
tt5323662,A Silent Voice,2016,"Animation,Drama,Romance",130.0,nm2210720,"nm7835741,nm1027089,nm2116827,nm1315809,nm1038805,nm0935313",8.2,24863
tt5325452,Boo! A Madea Halloween,2016,"Comedy,Drama,Horror",103.0,nm1347153,nm1347153,4.6,6867
tt5329376,Beware the Slenderman,2016,"Biography,Crime,Documentary",114.0,nm2480339,,6.3,5096
tt5334704,Twin Peaks: The Missing Pieces,2014,"Drama,Horror,Mystery",91.0,nm0000186,"nm0000186,nm0257306,nm0004111",7.8,6415
tt5339418,Ryde,2017,"Crime,Horror,Thriller",84.0,nm4441258,"nm4440645,nm3448621,nm4441258",6.0,8037
tt5340300,Lean on Pete,2017,"Adventure,Drama",121.0,nm0354091,"nm0354091,nm2922439",7.2,8607
tt5351458,The Hatton Garden Job,2017,"Action,Crime,Thriller",93.0,nm3838717,"nm3604320,nm3604537,nm3838717",5.8,3873
tt5352846,Drone,2017,Thriller,91.0,nm1028302,"nm0083590,nm1028302,nm0083583,nm7861164",5.4,5308
tt5354160,Aynabaji,2016,"Crime,Mystery,Thriller",147.0,nm2755490,"nm7861816,nm7861817,nm7861818",9.3,18470
tt5360952,The Hurricane Heist,2018,"Action,Adventure,Crime",103.0,nm0003418,"nm0934698,nm1144003,nm0277759,nm0204313",5.1,15326
tt5360996,Mary Magdalene,2018,Drama,120.0,nm0204628,"nm1779951,nm1514357",5.8,5913
tt5362988,Wind River,2017,"Crime,Drama,Mystery",107.0,nm0792263,nm0792263,7.7,169007
tt5371168,The Extraordinary Journey of the Fakir,2018,"Comedy,Drama",92.0,nm0779433,"nm5965055,nm2236676,nm0779433,nm1737327",6.9,3835
tt5390504,Detroit,2017,"Crime,Drama,History",143.0,nm0000941,nm1676793,7.4,40309
tt5397194,Anon,2018,"Sci-Fi,Thriller",100.0,nm0629272,nm0629272,6.1,29139
tt5420886,Walking Out,2017,"Adventure,Drama,Mystery",95.0,"nm0807243,nm0807312","nm0807243,nm0807312,nm6460966",5.8,4710
tt5427032,Osman Pazarlama,2016,Comedy,114.0,nm2204103,"nm2201881,nm2204103",3.3,4673
tt5431082,Darkland,2017,"Action,Crime,Drama",112.0,nm2689344,"nm2689344,nm3625838",6.7,4612
tt5436228,Woman Walks Ahead,2017,"Biography,Drama,History",101.0,nm1264352,nm1140275,6.6,3788
tt5437928,Colette,2018,"Biography,Drama,History",111.0,nm0922903,"nm0322144,nm0922903,nm0501947",6.8,12143
tt5439796,Logan Lucky,2017,"Comedy,Crime,Drama",118.0,nm0001752,nm8362793,7.0,105966
tt5440700,Theri,2016,"Action,Drama",157.0,nm5961051,"nm5961051,nm8024751",7.2,11259
tt5442430,Life,2017,"Horror,Sci-Fi,Thriller",104.0,nm1174251,"nm1014201,nm1116660",6.6,182840
tt5442456,24 Hours to Live,2017,"Action,Sci-Fi,Thriller",93.0,nm0810706,"nm0593856,nm0572151,nm3916149",5.7,10143
tt5446858,Zero Days,2016,Documentary,116.0,nm0316795,nm0316795,7.8,7875
tt5456546,Judwaa 2,2017,"Action,Comedy",145.0,nm0223522,"nm1182352,nm2260872,nm2678319",3.9,7136
tt5460276,Capable,2017,"Action,Drama,Thriller",139.0,nm0348495,"nm1300956,nm7936378,nm8661566",7.1,22179
tt5460530,Vengeance: A Love Story,2017,"Action,Crime,Drama",99.0,nm0552565,"nm0542535,nm0643093",5.2,5621
tt5460658,Life+1Day,2016,Drama,95.0,nm7920254,nm7920254,8.3,6237
tt5460880,Ideal Home,2018,"Comedy,Drama",91.0,nm0281598,nm0281598,6.5,5879
tt5461944,Hotel Mumbai,2018,"Drama,History,Thriller",123.0,nm2285536,"nm0171722,nm2285536",7.7,9902
tt5461956,The Clapper,2017,Comedy,89.0,nm1996918,nm1996918,5.1,4640
tt5462326,Mom and Dad,2017,"Comedy,Horror,Thriller",86.0,nm0962729,nm0962729,5.5,15957
tt5462602,The Big Sick,2017,"Comedy,Drama,Romance",120.0,nm0795290,"nm5077137,nm3529685",7.6,104008
tt5463162,Deadpool 2,2018,"Action,Adventure,Comedy",119.0,nm0500610,"nm1014201,nm1116660,nm0005351,nm0509580,nm1436760",7.8,391735
tt5464234,Kill Switch,2017,"Action,Sci-Fi,Thriller",91.0,nm4914022,"nm3224747,nm0634811",4.8,6294
tt5466186,7 Days in Entebbe,2018,"Action,Drama,History",107.0,nm0655683,nm2954373,5.8,10441
tt5472758,Happy Bhag Jayegi,2016,"Comedy,Romance",126.0,nm2414127,nm2414127,6.4,4532
tt5474036,Manmarziyaan,2018,Romance,156.0,nm0440604,nm2837117,6.9,5061
tt5474042,Half Girlfriend,2017,"Drama,Romance",135.0,nm1887138,"nm2746459,nm1571874,nm3002771",4.3,5390
tt5477566,Barry,2016,"Biography,Drama",104.0,nm1871577,nm1217190,5.8,5399
tt5477608,Kahaani 2,2016,"Mystery,Thriller",127.0,nm1223910,"nm1223910,nm1330994,nm1937760",6.6,4316
tt5478478,Hostiles,2017,"Adventure,Drama,Western",134.0,nm0178376,"nm0178376,nm0829329",7.2,53286
tt5493944,The Little Mermaid,2018,"Adventure,Drama,Fantasy",85.0,"nm1789635,nm4671079","nm4671079,nm0026153",4.2,6127
tt5500148,Welcome to Germany,2016,"Comedy,Drama",116.0,nm0894207,nm0894207,6.2,3710
tt5501104,Border,2018,"Drama,Fantasy,Romance",110.0,nm4389150,"nm0512137,nm4389150,nm3063074",7.1,11739
tt5503688,6 Below: Miracle on the Mountain,2017,"Adventure,Biography,Drama",98.0,nm0915304,"nm1191340,nm9230450,nm3282193",5.7,4931
tt5516328,Ghost Stories,2017,"Drama,Horror",98.0,"nm0246037,nm0638762","nm0246037,nm0638762",6.4,23557
tt5519340,Bright,2017,"Action,Crime,Fantasy",117.0,nm0043742,nm0484840,6.4,147834
tt5523010,The Nutcracker and the Four Realms,2018,"Adventure,Family,Fantasy",99.0,"nm0002120,nm0002653","nm2060755,nm0006782,nm0677535",5.5,18734
tt5536610,Private Life,2018,"Comedy,Drama",123.0,nm0420982,nm0420982,7.3,10125
tt5536736,The Meyerowitz Stories (New and Selected),2017,"Comedy,Drama",112.0,nm0000876,nm0000876,6.9,30001
tt5537140,The Red Maple Leaf,2016,"Crime,Drama,Mystery",132.0,nm0195264,nm0195264,5.4,4409
tt5538800,¿Qué culpa tiene el niño?,2016,"Comedy,Romance",105.0,nm0523509,nm0523509,6.6,4559
tt5539052,The Polka King,2017,"Biography,Comedy,Drama",95.0,nm0285379,"nm0285379,nm0938645",5.9,7190
tt5539054,You Get Me,2017,"Crime,Drama,Romance",89.0,nm2979453,nm1397787,4.7,9524
tt5540188,The Nile Hilton Incident,2017,"Crime,Drama,Thriller",111.0,nm0757975,nm0757975,6.8,5687
tt5540992,Shock and Awe,2017,"Biography,Drama,History",90.0,nm0001661,nm2432236,6.0,3621
tt5541240,To the Bone,2017,Drama,107.0,nm0637497,nm0637497,6.8,32624
tt5541848,What the Health,2017,Documentary,97.0,"nm5986857,nm6057112","nm6057112,nm5986857",7.7,23134
tt5544384,Sword Art Online: The Movie - Ordinal Scale,2017,"Action,Adventure,Animation",119.0,nm2423816,"nm2423816,nm4986613",7.4,4477
tt5555502,The African Doctor,2016,"Biography,Comedy,Drama",96.0,nm1234012,"nm0333818,nm1234012,nm2677350",7.0,6009
tt5562652,Vaxxed: From Cover-Up to Catastrophe,2016,Documentary,91.0,nm4218006,"nm1454011,nm4218006",5.4,3731
tt5563330,Whitney: Can I Be Me,2017,"Documentary,Music",105.0,"nm0230964,nm0112374","nm0112374,nm2737847",6.7,3637
tt5566790,A Futile and Stupid Gesture,2018,"Biography,Comedy",101.0,nm0906476,"nm1685000,nm1595526,nm8047398",6.8,10729
tt5571734,Pink,2016,"Drama,Thriller",136.0,nm2287772,"nm1999473,nm2287772,nm1937760",8.2,32238
tt5577742,Clinical,2017,"Horror,Thriller",104.0,nm6366015,"nm2057798,nm6366015",5.1,5156
tt5580036,"I, Tonya",2017,"Biography,Comedy,Drama",120.0,nm0318916,nm0737216,7.5,141668
tt5580266,The Hate U Give,2018,"Crime,Drama",133.0,nm0863387,"nm0920108,nm8021571",7.3,17583
tt5580390,The Shape of Water,2017,"Adventure,Drama,Fantasy",123.0,nm0868219,"nm0868219,nm0961827",7.3,308112
tt5591666,The Domestics,2018,"Action,Horror,Sci-Fi",95.0,nm2298645,nm2298645,5.7,6387
tt5592248,The Beguiled,2017,"Drama,Thriller",93.0,nm0001068,"nm0001068,nm0191580,nm0540816,nm0436894",6.3,42773
tt5592878,Errementari,2017,"Fantasy,Horror",98.0,nm4807465,"nm4807465,nm1729117",6.4,6099
tt5595168,Kingsglaive: Final Fantasy XV,2016,"Action,Adventure,Animation",110.0,nm1481959,"nm2048769,nm0756983",6.8,18387
tt5598102,Faces Places,2017,Documentary,94.0,"nm2346254,nm0889513","nm2346254,nm0889513",7.9,8261
tt5598216,Team Foxcatcher,2016,"Biography,Crime,Documentary",90.0,nm0339040,,7.3,3916
tt5599692,Clash,2016,"Drama,Thriller,War",97.0,nm2559996,"nm2409430,nm2559996",7.5,4051
tt5600714,Laal Rang,2016,"Action,Crime,Drama",147.0,nm6269768,"nm6269768,nm6165016",8.1,3622
tt5605076,Andover,2018,"Comedy,Drama,Romance",91.0,nm3417517,nm3417517,5.9,3533
tt5607028,Fullmetal Alchemist,2017,"Action,Adventure,Fantasy",135.0,nm1216495,"nm2086079,nm1216495,nm3620555,nm4321342",5.8,17256
tt5607096,"Juliet, Naked",2018,"Comedy,Drama,Music",97.0,nm0673400,"nm3077617,nm0852591,nm0420982,nm0394984",6.6,11247
tt5607714,On Body and Soul,2017,"Drama,Fantasy,Mystery",116.0,nm0258221,nm0258221,7.6,18985
tt5610554,Tully,2018,"Comedy,Drama,Mystery",95.0,nm0718646,nm1959505,7.0,41199
tt5612742,F*&% the Prom,2017,"Comedy,Drama",92.0,nm3272700,"nm3272700,nm1976204,nm1351557",4.3,3653
tt5613484,Mid90s,2018,"Comedy,Drama",85.0,nm1706767,nm1706767,7.4,23867
tt5613834,A Gentleman,2017,"Action,Comedy",145.0,"nm1356032,nm1354763","nm1356032,nm1354763,nm3305275,nm4856427",6.3,4188
tt5614612,Black Snow,2017,"Crime,Drama,Mystery",90.0,nm0387976,"nm1424631,nm0387976",6.2,4148
tt5616294,Spinning Man,2018,"Drama,Mystery,Thriller",100.0,nm0435030,"nm0017690,nm2362124",5.6,6872
tt5619332,Life of the Party,2018,Comedy,105.0,nm1229520,"nm0565250,nm1229520",5.5,25756
tt5628302,Beast,2017,"Crime,Drama,Mystery",107.0,nm3705960,nm3705960,6.8,7174
tt5635086,God's Own Country,2017,"Drama,Romance",104.0,nm0497274,nm0497274,7.7,17934
tt5638642,The Ritual,2017,"Horror,Mystery,Thriller",94.0,nm1410159,"nm3620967,nm8072788",6.3,55234
tt5639354,A Fantastic Woman,2017,Drama,104.0,nm0133326,"nm0133326,nm1752036",7.2,18282
tt5639446,Jonathan,2018,"Drama,Sci-Fi",95.0,nm1369715,"nm2154927,nm3226031,nm1369715",5.9,3904
tt5640450,ARQ,2016,"Sci-Fi,Thriller",88.0,nm0254660,nm0254660,6.4,28807
tt5646136,Hillary's America: The Secret History of the Democratic Party,2016,"Biography,Documentary,History",106.0,"nm6583447,nm1625338","nm1625338,nm6583447",5.4,6231
tt5649108,Thoroughbreds,2017,"Comedy,Crime,Drama",92.0,nm8083973,nm8083973,6.7,25098
tt5649144,The Florida Project,2017,Drama,111.0,nm0048918,"nm0048918,nm2022341",7.6,72193
tt5653294,Flight Crew,2016,"Action,Adventure,Drama",138.0,nm0495536,"nm4915976,nm0466614,nm2965766,nm0495536,nm3396634",6.8,4015
tt5653514,Bad Day for the Cut,2017,"Crime,Drama,Thriller",99.0,nm1776860,"nm1776860,nm3519659",6.5,3783
tt5655222,The Hero,2017,"Drama,Romance",96.0,nm1417640,"nm1417640,nm5303256",6.5,6796
tt5657028,Alibi.com,2017,Comedy,90.0,nm3743617,"nm3743617,nm5033444,nm8102422",6.5,5808
tt5657846,Daddy's Home Two,2017,Comedy,100.0,nm1890845,"nm1890845,nm1898234,nm0122602",6.0,48478
tt5657856,Brawl in Cell Block 99,2017,"Action,Crime,Drama",132.0,nm0951975,nm0951975,7.1,45507
tt5662932,Raman Raghav 2.0,2016,"Crime,Drama,Thriller",133.0,nm0440604,"nm3035236,nm0440604",7.3,10563
tt5664636,Goosebumps 2: Haunted Halloween,2018,"Adventure,Comedy,Family",90.0,nm1847738,"nm1464577,nm0501359,nm0830419",5.6,11459
tt5666304,The Little Hours,2017,"Comedy,Romance",90.0,nm1337885,"nm0090504,nm1337885",5.8,15182
tt5669936,The Recall,2017,"Action,Sci-Fi,Thriller",90.0,nm0096332,"nm0096332,nm5443994,nm3998765,nm5132632",4.4,6214
tt5670152,Traffik,2018,"Action,Crime,Drama",96.0,nm1938064,nm1938064,6.0,16662
tt5687334,Godard Mon Amour,2017,"Biography,Comedy,Drama",107.0,nm0371890,"nm0371890,nm0926723",6.6,3537
tt5688932,Sorry to Bother You,2018,"Comedy,Fantasy,Sci-Fi",111.0,nm1108556,nm1108556,7.0,40290
tt5688996,Alex Strangelove,2018,"Comedy,Drama,Romance",99.0,nm2574897,nm2574897,6.3,11358
tt5689068,Killing Gunther,2017,"Action,Comedy",92.0,nm0453115,nm0453115,4.7,8837
tt5690142,Mom,2017,"Crime,Drama,Thriller",146.0,nm8119703,"nm8597757,nm8119703,nm0893128",7.3,6853
tt5690360,Slender Man,2018,"Horror,Mystery,Thriller",93.0,nm1234893,"nm0083547,nm6881486",3.2,19650
tt5691670,Under the Silver Lake,2018,"Comedy,Crime,Drama",139.0,nm1379002,nm1379002,6.4,16390
tt5699154,C'est la vie!,2017,"Comedy,Drama,Romance",117.0,"nm0619923,nm0865918","nm0619923,nm0865918",6.8,7299
tt5700224,Two Lottery Tickets,2016,Comedy,86.0,nm2735137,"nm0135905,nm2735137",7.8,10091
tt5700672,Train to Busan,2016,"Action,Horror,Thriller",118.0,nm3613566,"nm6711056,nm3613566",7.5,109448
tt5709188,A-X-L,2018,"Action,Adventure,Family",98.0,nm3513273,nm3513273,5.2,6780
tt5710514,I Don't Feel at Home in This World Anymore.,2017,"Comedy,Crime,Drama",93.0,nm0086301,nm0086301,6.9,38259
tt5711148,Film Stars Don't Die in Liverpool,2017,"Biography,Drama,Romance",105.0,nm0006476,"nm0339043,nm0877805",6.7,6688
tt5713232,Madaari,2016,"Adventure,Drama,Thriller",133.0,nm1723225,"nm7917740,nm1937760",7.5,11007
tt5715410,The Son of Bigfoot,2017,"Adventure,Animation,Comedy",92.0,"nm0823721,nm0214857","nm1779809,nm2117510",6.1,4182
tt5715874,The Killing of a Sacred Deer,2017,"Drama,Mystery,Thriller",121.0,nm0487166,"nm0487166,nm3328207",7.0,89924
